id,conversation_id,date,tweet,Odio_Bol,language,username,Reply?,link,SPAM?
1348028692501573637,1348028692501573637,2021-01-09 19:07:40,Rio de Janeiro não vai mais comprar doses da Coronavac  https://t.co/LUUJwPdSKA,0,pt,alertario24hrs,0,,
1321204781562662912,1321201279763390471,2020-10-27 18:39:01,@RosaneGiselle 🤜🤛 #PMERJ,0,und,PMERJ,1,,
1313582344339685376,1313582344339685376,2020-10-06 17:50:10,Golpe do amor: Ele queria dinheiro #CidadeAlerta  https://t.co/MSRpJSDZhS,0,pt,cidadealerta,0,,
1323259534442483712,1323246911768461313,2020-11-02 10:43:52,"@CNNBrasil ■ APPLE, NETFLIX, FACEBOOK , AMAZON, MICROSOFT, TESLA , VISA.● ABRA AGORA SUA CONTA GRÁTIS SEM CUSTOS EM MENOS DE 1 MINUTO!  CORRETAGEM ZERO ● VC PODERÁ RECEBER ATÉ 100 DOLARES EM AÇÕES!   ■ Menu em Português   ● Link:  https://t.co/QOlF2IdjkA LInk:  https://t.co/Yd7ohpNM2S",0,pt,alertario24hrs,1,,1
1339395995621335040,1339395995621335040,2020-12-16 23:24:24,O gol marcado por Felippe Cardoso: Atlético-GO 2x1 Fluminense  https://t.co/rq3BmFkrAc,0,pt,alertario24hrs,0,,
1270535074052792320,1270535074052792320,2020-06-09 22:55:41,Tem muita gente querendo ir parar embaixo da lama.  Bares lotados no fim de semana na Rua da Lama em Nova Iguaçú.  Seremos campeões...  #covid19  https://t.co/hXNv9cG1Yz,1,pt,RiodeNojeira,0,,
1332341208195141637,1332338705571459074,2020-11-27 12:11:12,@Ccetrio471 @DDalertaRio 👊🏻,0,und,PMERJ,1,,
1351716587838042112,1351659086706782216,2021-01-19 23:22:02,"@fabiovmccamargo @DaanSilva702 &gt;Ganhe R$10,00 para comprar Bitcoin, Ethereum ou Litecoin na Coinext. Cadastre-se neste link   https://t.co/c0WS66nmuF",0,en,alertario24hrs,1,,
1215789517560602624,1215789517560602624,2020-01-10 21:16:23,"Um #Fuzil foi apreendido e um criminoso acabou morto depois de atacar nossos policiais militares. O armamento de guera estava com ele. A ação aconteceu na noite desta sexta (10) no Morro do Borel. Conhecido como Rato, o criminoso atuava na resistência armada do tráfico de drogas.  https://t.co/VsFEoXXoPP",?,pt,PMERJ,0,,
1378192062303064069,1378192062303064069,2021-04-03 00:46:07,"●CÓDIGO DE INDICAÇÃO●   ■wandert266■ Invista no 🇺🇲🇺🇲🇺🇲na palma da sua mão e ganhe prêmios usando o código de indicação  Acesse:  https://t.co/KvN3u7pQ21 Acesse:  https://t.co/KvN3u7pQ21 Acesse:  https://t.co/KvN3u7pQ21  ● Cadastra-se é grátis, é fácil!  🇺🇲#nasdaq #nyse #Stake🇺🇸",0,pt,alertario24hrs,0,,
1259093016113025025,1259093016113025025,2020-05-09 09:09:02,"🚔👉🏽 Dois criminosos foram presos por policiais do #18BPM depois de roubarem um celular de uma pessoa na Estrada Japoré, na Praça de São Jorge, em Jardim Sulacap. Os assaltantes estavam numa moto, chegaram a tentar fugir, mas não conseguiram. O caso foi encaminhado à 32ª DP.  https://t.co/xNmoQBqqkq",0,pt,PMERJ,0,,
1348454916638060548,1348442069531054085,2021-01-10 23:21:19,"@ge_vasco ■PROMOÇÃO VASCO BMG■  GANHE R$ 10,00 AGORA CONTA DIGITAL BMG...》  ●UTILIZE O CÓD WAN26U1●  Ao abrir a conta e digitar WAN26U1 quando a Duda te perguntar ou na área Código de Indicação, você ganha R$10 direto na conta Baixe o app e aproveite:....  https://t.co/37gFenIwX2",0,pt,alertario24hrs,1,,1
1289406729143246848,1289406729143246848,2020-08-01 00:44:54,"Seremos campeões...  ""Espetto Carioca Vila Valqueire nesse momento. Toda sexta isso, tá fodaa já.""  #covid19  https://t.co/ODRlwTBhVy",0,pt,RiodeNojeira,0,,
1339577982432800773,1339479948604698625,2020-12-17 11:27:33,"@maduradascom #BITCOIN ● Bitcoin, Bitcoin Cash, Litecoin, FileCoin, Uniswap,Synthetix, Compound, Chainlink, Zcash and Ethereum. Open your FREE PASSFOLIO Account now. LInk &gt;&gt;  https://t.co/WLA9xlOxRn ■ Acoount opened in 1 Minute   ■ Create an account today●     https://t.co/WLA9xlOxRn",0,en,alertario24hrs,1,,1
1307956653346770945,1307956653346770945,2020-09-21 05:15:41,Polícia procura bandidos que botaram fogo em carros e atiraram em ônibus #BalançoGeral  https://t.co/qx6wLJMbWE,0,pt,balancogeral,0,,
1347571593686474752,1347571593686474752,2021-01-08 12:51:19,"Onde está Vanessa? Empresária sai a pé de casa e desaparece na região do Morumbi, zona sul de São Paulo. Veja no #BalançoGeral  https://t.co/6CZQU9BEhp",0,pt,balancogeral,0,,
1374462154942816263,1374462154942816263,2021-03-23 17:44:48,Polícia atenta: Vídeo que mostra duas jovens cavando a própria cova entrega quem é que manda matá-las #CidadeAlerta  https://t.co/6dBBENyI7U,0,pt,cidadealerta,0,,
1322642100110970886,1322642100110970886,2020-10-31 17:50:24,"Seremos campeões!  Burger King de Nova Iguaçu lotadão. Mesmo com Covid e tempo chuvoso, o povo foi lá com as vassouras.  #bruxas #burgerking  #NovaIguaçu  #covid19  https://t.co/XnAvLQDv2B",0,pt,RiodeNojeira,0,,
1326629533215305731,1326629533215305731,2020-11-11 17:55:02,Homem mata namorada por desconfiar de gravidez #CidadeAlerta,0,pt,cidadealerta,0,,
1337443486380011522,1337443486380011522,2020-12-11 14:05:50,"Flamengo   O Brasileiro acaba no dia 24 de fevereiro, a janela para entrada de jogadores abre somente em março. Logo, Diego Alves saindo é bem claro que o camisa 1 será o Hugo Souza, o clube querendo ou nao.  Se vai contratar depois, vai depender de uma série de fatores.",0,pt,alertario24hrs,0,,
1365813967961034753,1365813967961034753,2021-02-27 21:00:00,Os dois usam o veículo para sustentar a família e agora estão desesperados #BalançoGeral  https://t.co/csVYvK8sV9,0,pt,balancogeral,0,,
1390436850410610690,1390436850410610690,2021-05-06 19:42:32,Criança de 3 anos sofria maus tratos em casa; a mãe foi presa. Assista também em  https://t.co/mwvDsdHbfk! #CidadeAlerta  https://t.co/0yLmhEYh5q,0,pt,cidadealerta,0,,
1339997269941227526,1339997269941227526,2020-12-18 15:13:39,Veja o que será destaque no próximo @DomEspetacular #AHoraDaVenenosa #BalançoGeral  https://t.co/uS2y0h1zfz,0,pt,balancogeral,0,,
1332358909286346752,1332358909286346752,2020-11-27 13:21:32,Joice é morta após 5 meses de namoro: assassino estava deitado ao lado do corpo. #BalançoGeral  https://t.co/i83GdJ4qAb,0,pt,balancogeral,0,,
1330197086638403600,1330149329118617601,2020-11-21 14:11:13,"@danheld ■ Bitcoin, Bitcoin Cash, Litecoin, FileCoin, Uniswap,Synthetix, Compound, Chainlink, Zcash and Ethereum. Open your FREE PASSFOLIO Account now. LInk &gt;&gt;  https://t.co/WLA9xlOxRn ● Acoount opened in 1 Minute.  ■ Create an account today●     https://t.co/WLA9xlOxRn",0,en,alertario24hrs,1,,1
1281798909434769408,1281788312844472321,2020-07-11 00:54:09,@MarcosS94313810 Bom dia e excelente sábado! Um abraço a todos os meus conterrâneos!,0,pt,PMERJ,1,,
1348126419017150466,1348126419017150466,2021-01-10 01:35:59,"""Praia da Joatinga. Absurdo.""  Via seguidor   @CedaeRJ  #cedae  https://t.co/OaRj6rInZO",0,pt,RiodeNojeira,0,,
1336731503129223170,1336731503129223170,2020-12-09 14:56:40,Estado do Rio de Janeiro já garantiu R$600 milhões para investir na vacinação  https://t.co/0NgQ8Rjfdx,0,pt,alertario24hrs,0,,
1321480700244230144,1321480700244230144,2020-10-28 12:55:25,■ Abra agora sua conta GRÁTIS  na PASSFOLIO  Corretora Americana Investindo na bolsa de Nova York de forma SIMPLES e CORRETAGEM 0% _ Crie uma conta hoje e vc receberá até $100 em ações grátis  ■ Menu em Português   ● Link:  https://t.co/QOlF2IdjkA LInk:  https://t.co/Yd7ohpNM2S,0,pt,alertario24hrs,0,,1
1218156427296018432,1218156427296018432,2020-01-17 10:01:39,Quatro elementos foram a óbito em operação policial quinta-feira no Vidigal  @PM_RJ  https://t.co/6vvbKjzQw8,0,pt,RiodeNojeira,0,,
1331001507966226432,1331001507966226432,2020-11-23 19:27:42,"Batalhão de Irajá reage a ataque de criminosos do Chapadão. Um integrante do grupo criminoso foi ferido e não resistiu. Na ação, a equipe policial do #41BPM apreendeu pistola cal. 9mm e rádio comunicador. O caso, que ocorreu nesta manhã, seguiu para registro na 27ª DP.  #PMERJ  https://t.co/oxrrKHZSwB",0,pt,PMERJ,0,,
1337353859677741056,1337353859677741056,2020-12-11 08:09:41,Dupla de criminosos rouba encomendas de entregadores em São Paulo. Veja no #BalançoGeral  https://t.co/oCzWAozGVQ,0,pt,balancogeral,0,,
1340338919095889923,1339874403836964864,2020-12-19 13:51:15,"@FitFounder #BITCOIN ● Bitcoin, Bitcoin Cash, Litecoin, FileCoin, Uniswap,Synthetix, Compound, Chainlink, Zcash and Ethereum. Open your FREE PASSFOLIO Account now. LInk &gt;&gt;  https://t.co/WLA9xlOxRn ■ Acoount opened in 1 Minute   ■ Create an account today●     https://t.co/WLA9xlOxRn",,en,alertario24hrs,1,,1
1372977954926563337,1372977954926563337,2021-03-19 15:27:07,"O #BalançoGeral desta sexta-feira (19) se despede aqui. Te esperamos amanhã, a partir das 13h! 👋🏼😘  https://t.co/dmIHqAUbdp",0,pt,balancogeral,0,,
1377448839347630088,1377448839347630088,2021-03-31 23:32:49,"Assalto à hortifruti na Rua Souza Franco, próximo à 28 de setembro em Vila Isabel.   #pmerj  #vilaisabel  https://t.co/rDnH7gWCMP",0,pt,RiodeNojeira,0,,
1258031862062223362,1258031862062223362,2020-05-06 10:52:23,ROCAM captura procurado por roubo que estava na prático de tráfico de drogas. Confira:  https://t.co/lAYEV4JnIj  https://t.co/5n8vASz2zp,0,pt,PMESP,0,,
1217528273493733378,1217522428311744512,2020-01-15 16:25:35,@76677172m 👮🏻‍♂️👊🏻,0,und,PMERJ,1,,
1309151641107664900,1309151641107664900,2020-09-24 12:24:08,"Flamengo tem 28 casos confirmados de Covid-19. Dos 19 atletas entregues ao departamento médico do clube, 16 foram afastados. #Futebol   https://t.co/34LRUiPx85",0,pt,alertario24hrs,0,,
1366856174457548804,1366856174457548804,2021-03-02 18:01:21,BALCONISTA LEVA TIRO NO ROSTO EM ASSALTO  Balconista de 29 anos é assassinada com tiro no rosto durante assalto a padaria de São Paulo.    Mais informações em:  https://t.co/RRVBO3hRT1 #BrasilUrgente  https://t.co/6Z7jIdyZqX,0,pt,brasilurgente,0,,
1342207461571391488,1342207461571391488,2020-12-24 17:36:10,"Litoral Norte🏖️ A fim de verificar denúncia de trafico de drogas, policiais do #25BPM foram até o bairro Manoel Corrêa, em Cabo Frio. Ao chegar no local prenderam um criminoso e o conduziram, junto com material apreendido, à 126ªDP para registro. #Denuncie #DrogaDestrói #DigaNão  https://t.co/UqIjzH1utP",0,pt,PMERJ,0,,
1313623132050280451,1311990727203794945,2020-10-06 20:32:15,"@rika11239817 Nós também te amamos, querida! Obrigado pelo carinho de sempre!",0,pt,PMERJ,1,,
1363892487341936644,1363892487341936644,2021-02-22 13:44:43,Exclusivo: homem que presenciou os abusos na casa de produtor musical fala ao #BalançoGeral  https://t.co/jgGIrsglBF,0,pt,balancogeral,0,,
1345783804984774657,1345641610357448704,2021-01-03 14:27:17,"@ge_vasco ■PROMOÇÃO VASCO BMG■  GANHE R$ 10,00 AGORA CONTA DIGITAL BMG.  ●UTILIZE O CÓD WAN26U1●  Ao abrir a conta e digitar WAN26U1 quando a Duda te perguntar ou na área Código de Indicação, você ganha R$10 direto na conta Baixe o app e aproveite:....  https://t.co/37gFenIwX2",,pt,alertario24hrs,1,,1
1279397330165383168,1279397330165383168,2020-07-04 09:51:08,💙 Histórias que precisam ser contadas e que deixam os nossos corações quentinhos neste dia frio.   🙂👉🏽 Clique no link abaixo e veja o agradecimento de uma mamãe que teve o apoio de policiais militares do #BPVE numa situação de total desespero. 👇🏽   https://t.co/t08eNBXf1O,0,pt,PMERJ,0,,
1272934474104307712,1272934474104307712,2020-06-16 13:50:03,Policiais quebram portam  e agridem jovens dentro da própria residência. #BalançoGeral  https://t.co/a8YFNTIaOU,0,pt,balancogeral,0,,
1246913671349100544,1246913671349100544,2020-04-05 18:32:40,Apoiadores do Presidente Jair Bolsonaro foram protestar hoje em frente a ALERJ pela abertura do comércio.  #coronavírus  #covid19  https://t.co/kFL8IZnUAe,0,pt,RiodeNojeira,0,,
1240663409844260864,1240663409844260864,2020-03-19 12:36:21,*** SAIU DO FORNO: BRASIL FECHA FRONTEIRAS C/ TODOS PAÍSES TEMPORARIAMENTE,0,pt,alertario24hrs,0,,
1389693820787335169,1389693820787335169,2021-05-04 18:30:00,"Ex-mulheres de Tom Veiga estão em pé de guerra, confira! #AHoraDaVenenosa  https://t.co/X7GApnOSMc",0,pt,balancogeral,0,,
1219205427784646658,1219205427784646658,2020-01-20 07:30:00,Musa de reality show é internada às pressas após beber água contaminada no RJ #BalançoGeral  https://t.co/ab1RVP49FF,0,pt,balancogeral,0,,
1275767534151782401,1275726869946601473,2020-06-24 09:27:37,"@elder_vascaino Amém, Nunes! Um abraço e se cuida, amigão!",0,pt,PMERJ,1,,
1346028383436734467,1346028383436734467,2021-01-04 06:39:09,Mulheres amarram os próprios filhos em cadeiras na beira da praia e saem para passear. Veja no #BalançoGeral  https://t.co/2cuKOon85m,0,pt,balancogeral,0,,
1352406875644420096,1352406875644420096,2021-01-21 21:05:00,Chuva forte alaga ruas e deixa São Paulo em estado de atenção nesta quinta-feira (21). Entenda todos os detalhes na reportagem do #CIdadeAlerta  https://t.co/phyXjTadBZ,0,pt,cidadealerta,0,,
1361609762316681216,1361609762316681216,2021-02-16 06:33:59,Acidente grave agora na Marginal Tietê: carro bate em poste que corre o risco de queda. Veja ao vivo no #BalançoGeral  https://t.co/QGsIb3FJmT,0,pt,balancogeral,0,,
1343281375902887937,1343281375902887937,2020-12-27 16:43:31,"Tiros na Grota, no Complexo do Viradouro, em Niterói (16:15) #TirosRJ  #Niterói",0,pt,alertario24hrs,0,,
1247241627518865415,1247241627518865415,2020-04-06 16:15:51,Bolsonaro convoca todos os ministros para reunião no Palácio do Planalto  https://t.co/GTHAxeCR73,0,pt,alertario24hrs,0,,
1255952966919561216,1255952966919561216,2020-04-30 17:11:36,Auxílio de 600 reais  Problemas no aplicativo para receber o dinheiro   Mais informações em:  https://t.co/RRVBO3hRT1  https://t.co/f0UzYJBH77,0,pt,brasilurgente,0,,
1291484317454077954,1291484317454077954,2020-08-06 18:20:30,Aeromoça foi assassinada misteriosamente. O piloto e ex- namorado da vítima é suspeito #CidadeAlerta  https://t.co/DQsedtmOq0,0,pt,cidadealerta,0,,
1354704818305200128,1354704818305200128,2021-01-28 05:16:12,"AGORA: #BalançoGeral mostra, ao vivo, os prejuízos após o temporal que atingiu São Paulo durante essa madrugada  https://t.co/XcwcYx5iZ9",0,pt,balancogeral,0,,
1322296983479062536,1322296983479062536,2020-10-30 18:59:02,"Se ele ganhar, espero que os colegas vereadores tenham paciência com os discursos dele na Câmara de vereadores  O que importa é ser honesto e boas ideias. Nunca duvide da capacidade de ninguém  Não queremos é os que gaguejam, quando questionados, quando são flagrados na corrupção  https://t.co/qEpeYg84k4",0,pt,RiodeNojeira,0,,
1264938910246932481,1264938910246932481,2020-05-25 12:18:32,DUQUE DE COVID19 @duquedecaxiasof Calçadão de Caxias bem movimentado no 1° dia de reabertura do comércio. Prefeito Washington Reis que disse que se responsabiliza se der errado.🤔Ele pegou Covid e se tratou aqui no Rio no particular.  Ele ressuscita as pessoas em caso de morte?  https://t.co/6CynrJPEKB,0,pt,RiodeNojeira,0,,
1319383775671914496,1319383775671914496,2020-10-22 18:02:59,Abra agora sua conta GRÁTIS  na PASSFOLIO. Corretora Americana.Investindo na bolsa americana de forma SIMPLES e CORRETAGEM 0%. Crie uma conta hoje e vc receberá até $100 em ações grátis:  https://t.co/WLA9xlOxRn,0,pt,alertario24hrs,0,,
1222093179404550145,1222087191154896896,2020-01-28 06:44:54,"@NanieCRF Bom dia, querida!",0,pt,PMERJ,1,,
1276541203752857601,1276541203752857601,2020-06-26 12:41:54,Policiais Militares realizam parto em Cruzeiro. Veja mais:  https://t.co/gYwPj2Soge  https://t.co/rQatxFS04x,0,pt,PMESP,0,,
1360354853659230211,1360354853659230211,2021-02-12 19:27:25,"Tiros nas imediações do Cemitério de Inhaúma, em Inhaúma (18:59) #TirosRJ  #Inhaúma",0,pt,alertario24hrs,0,,
1319358527463428101,1319352882773266434,2020-10-22 16:22:40,@mendes_zilma #Gratidão 💙,0,und,PMERJ,1,,
1210973786817867778,1210973786817867778,2019-12-28 14:20:24,"⚠️Menos 20 armas nas ruas!  Em uma única operação do #41BPM, no Complexo do Chapadão, vinte armas foram retiradas das mãos de criminosos. Entre elas, 3 fuzis, 10 revólveres, além de pistolas e espingardas. Um criminoso ficou ferido e foi socorrido no Hosp. Carlos Chagas. #PMERJ  https://t.co/DicuGzYGCc",0,pt,PMERJ,0,,
1313550388423950339,1313550388423950339,2020-10-06 15:43:11,https://t.co/1BpOkcURBS,0,und,RiodeNojeira,0,,
1324472543974203393,1324472543974203393,2020-11-05 19:03:56,Homem é preso no interior de SP por abusar de menino de 11 anos #CidadeAlerta  https://t.co/71C6ms6vLL,0,pt,cidadealerta,0,,
1330820007299850240,1330820007299850240,2020-11-23 07:26:29,Jovem é preso após atacar idosa de 76 anos no elevador do prédio em que morava #BalançoGeral  https://t.co/MhNNlBfODC,0,pt,balancogeral,0,,
1275788018197151748,1275726869946601473,2020-06-24 10:49:01,@oliveiravoltes Obrigado e que Deus lhe proteja sempre em sua caminhada!,0,pt,PMERJ,1,,
1374175840704077828,1374175840704077828,2021-03-22 22:47:06,"Segundo apuração da CNN junto a amigos e familiares, os médicos do hospital Copa Star, no Rio de Janeiro, estão diminuindo gradativamente a ventilação mecânica do ex-jogador.  https://t.co/Jm83I7HUff",0,pt,alertario24hrs,0,,
1310675776833019904,1310675776833019904,2020-09-28 17:20:31,"Ibovespa vira após frustração com anúncio do Renda Cidadã e fecha a segunda-feira com forte queda de 2,41%, aos 94.666 pontos, na contramão do bom desempenho dos mercados no exterior. Dólar sobe 1,44% e encerra cotado a R$ 5,63, maior valor de fechamento desde 20 de maio.",0,pt,alertario24hrs,0,,
1344316186662756352,1344316186662756352,2020-12-30 13:15:29,Adolescentes negros são agredidos por seguranças em shopping. Veja as imagens no #BalançoGeral  https://t.co/lncQbZiYJB,0,pt,balancogeral,0,,
1363157383976022022,1362899451728318466,2021-02-20 13:03:41,"@samydana ‘Brasil vai se surpreender positivamente com Silva e Luna na Petrobrás’, diz Temer   https://t.co/bj4J8sfF7m",0,pt,alertario24hrs,1,,
1352727648577974273,1352727174470651908,2021-01-22 18:19:38,@delgrepe Obrigado!,0,pt,PMERJ,1,,
1225215025901690881,1225215025901690881,2020-02-05 21:30:00,"O locutor morreu na última terça-feira (4), vítima das complicações de um câncer na mandíbula. O #BalançoGeral mostrou a última entrevista que Geraldo Luis fez com o locutor de rodeios. Relembre esta reportagem emocionante!  https://t.co/zKjqsxZ2WS",0,pt,balancogeral,0,,
1342287602645426177,1342287602645426177,2020-12-24 22:54:37,Juíza do TJ-RJ é assassinada na Barra da Tijuca  https://t.co/EnpaxLjbsA #G1Rio,0,pt,alertario24hrs,0,,
1257673221152870400,1257673221152870400,2020-05-05 11:07:17,"MEDONHO!!  @caixa econômica Estrada do Mendanha, em Campo Grande.  @minsaude  #covid19  https://t.co/PbS76AHHKO",0,pt,RiodeNojeira,0,,
1372885562785423365,1372885562785423365,2021-03-19 09:19:59,"E essa guerra na praça seca, acaba quando?",0,pt,alertario24hrs,0,,
